Tweet Date,Tweet ID,Tweet Text,tweet_source,tweet_retweet_count,tweet_favorite_count
2019/10/4,1180194548087246856,"The meeting welcomed the announcement of new programmes under development to support Ghana in agriculture, oil and... https://t.co/6NwkhAQTdQ",Twitter Web App,16,130
2019/10/4,1180194525635059712,"At today's meeting, six sectors (Agric-business, extractives, garments/textiles, digitalization, pharmaceuticals, a... https://t.co/hXpB73pXM9",Twitter Web App,7,43
2019/10/4,1180194500452458496,"Started in 2018, the UK-GBC is committed to taking forward a deeper and more strategic bilateral partnership to enh... https://t.co/NX47h6xSUL",Twitter Web App,7,29
2019/10/4,1180194472983965696,"The third meeting of the UK-Ghana Business Council (UK-GBC) was held today, 4th October, 2019 at the Jubilee House... https://t.co/JbXX0O7ENP",Twitter Web App,32,403
2019/10/3,1179706587637850112,"Agbogbloshie and Old Fadama though slums, equally deserve to be served just like any other community in the country... https://t.co/HODmUS1li2",Twitter Web App,9,101
2019/10/3,1179706559997329408,"We are moving very fast in the next few weeks to provide other basic amenities such as toilets, bathrooms, communit... https://t.co/EJ3m8iBaEb",Twitter Web App,10,132
2019/10/3,1179706535045455873,It was gratifying to note from the chiefs and community leaders that as I pledged during my visit the entire commun... https://t.co/1IV4UFkM5G,Twitter Web App,8,57
2019/10/3,1179706496327782400,"Among other things, we discussed plans by President @NAkufoAddo's government to bring development to the people of... https://t.co/VLVmRDgbd2",Twitter Web App,6,25
2019/10/3,1179706471346589698,"Following my visit to Agbogbloshie and Old Fadama few days ago, I had a meeting with all sixteen (16) tribal heads,... https://t.co/huFK8ohtTy",Twitter Web App,37,455
2019/10/2,1179464607162929152,"The YEA, in partnership with key stakeholders will aggressively explore opportunities across the globe and connect... https://t.co/VmTJuWYFsA",Twitter Web App,12,70
2019/10/2,1179464588301090816,"The project intends to directly engage at least 10,000 youth within the first year of implementation.

The Work Abr... https://t.co/qEs00owy2i",Twitter Web App,16,110
2019/10/2,1179464567862317062,The Regional Flagship Project seeks to create sustainable livelihoods for the youth by leveraging on the comparativ... https://t.co/v6iR6ysypf,Twitter Web App,8,35
2019/10/2,1179464546043535362,"The Artisan Directory, on the other hand, seeks to provide trained artisans with the ready market to sell their cra... https://t.co/zsvU9DYqPD",Twitter Web App,7,21
2019/10/2,1179464528276459521,"The Job Centre seeks to functionally align a wide range of publicly- and privately listed employment, training and... https://t.co/kmndGow9Vr",Twitter Web App,8,21
2019/10/2,1179464511935397888,"These initiatives - the YEA Job Centre, Artisan Directory, Regional Flagship Project, and the Work Abroad Programme... https://t.co/5lliJRBlWb",Twitter Web App,35,248
2019/10/2,1179460834608766976,"On Wednesday, I launched another major plank in President @NAkufoAddo government's quest to create employment oppor... https://t.co/Wyir3ud2sp",Twitter Web App,80,646
2019/9/27,1177680530395021313,I also urged the troops to continue to work to promote civil-military relations and forge a closer relation with th... https://t.co/lXCtoz3vuG,Twitter Web App,16,153
2019/9/27,1177680504218365958,I reaffirmed government's commitment to ensure that the security services get the necessary training and logistics... https://t.co/LmQivrWomJ,Twitter Web App,21,174
2019/9/27,1177680479346200576,The barracks regeneration project is ongoing  to address their accommodation challenges. https://t.co/vz3irLd311,Twitter Web App,12,58
2019/9/27,1177680454931103746,"President @NAkufoAddo's administration has embarked on projects in the areas of housing, provision of equipment and... https://t.co/kcahhvczRH",Twitter Web App,10,39
2019/9/27,1177680429639442432,I commissioned the new Army Headquarters Annex office and also cut sod for the new Army Headquarters Complex at Bur... https://t.co/id3BFrWkSR,Twitter Web App,57,662
2019/9/26,1177318792176820229,"VIDEO : This afternoon, I toured Brompton Portfolio's toilet paper manufacturing factory located at the Nsawam Pris... https://t.co/wBZGrh9DVz",Twitter Web App,101,746
2019/9/26,1177282805174284288,This will create jobs and save foreign exchange. https://t.co/ox9kNVkwsb,Twitter Web App,22,160
2019/9/26,1177282782701215744,The vision of President @NAkufoAddo is to move away from the export of the primary commodities to the manufacturing... https://t.co/ifauP83L4l,Twitter Web App,28,152
2019/9/26,1177282758361669634,"This is the result of the success of the One District One Factory initiative, which has led to the setting up of se... https://t.co/MqEmvqbsIi",Twitter Web App,14,50
2019/9/26,1177282739596382208,I announced that from next year all government institutions must procure all their toilet roll from local manufactu... https://t.co/FJAPcSaupo,Twitter Web App,13,61
2019/9/26,1177282720554205184,It is the 5th toilet roll manufacturing factory established under the 1D1F initiative. Ghana now has a total of 14... https://t.co/gw4Npe9LhQ,Twitter Web App,13,43
2019/9/26,1177282695551946753,"This afternoon, I toured Brompton Portfolio's toilet paper manufacturing factory located at the Nsawam Prisons in t... https://t.co/r6DZhHuI5y",Twitter Web App,85,758
2019/9/25,1176941357765746688,President @NAkufoAddo's government will not relent in its efforts at supporting Ghana Cocoa Board to ensure the sus... https://t.co/H4O9Bs2N0E,Twitter Web App,22,120
2019/9/25,1176941340594192391,It is very important that a pension scheme for cocoa farmers is put in place so that once they retire they will hav... https://t.co/cDOMJSAG16,Twitter Web App,20,132
2019/9/25,1176941318993526784,Work on this is far advanced and we expect another round of presentations at the Economic Management Team by the NP... https://t.co/ViHI5SDuGJ,Twitter Web App,4,46
2019/9/25,1176941300668686338,"This is because there now exist sufficient local capacity for the manufacturing of fertilizer, at least the blendin... https://t.co/vziqHBTwzi",Twitter Web App,4,21
2019/9/25,1176941278464024578,"I announced that government has directed Cocobod to make sure that from next year, all fertilisers they acquire mus... https://t.co/Edl0QPMWB0",Twitter Web App,5,21
2019/9/25,1176941260881498114,"Today, I gave the keynote address at the 20th Anniversary celebration of Olam Cocoa Ghana. A leading global agro- c... https://t.co/AM4hVU8Wle",Twitter Web App,53,424
2019/9/20,1175147781855600640,I urged parents and students to embrace the opportunity provided by the Free SHS policy of H.E @NAkufoAddo. It is a... https://t.co/PcEs4ZEL4T,Twitter Web App,20,138
2019/9/20,1175147754714259456,I emphasised Government's  commitment to add to our continuing efforts as a nation to promote education and making... https://t.co/W0LHcijG3c,Twitter Web App,21,187
2019/9/20,1175147722988490758,"I also commissioned a sickbay named after  Dr. Abdulai Choggu, a renovated D.V. Owiredu Assembly Hall and inspected... https://t.co/tnwb5vrFvZ",Twitter Web App,12,76
2019/9/20,1175147690784710657,This is the largest single investment in infrastructure since the school was established and financed by @MTNGhana... https://t.co/LoLHlal1xx,Twitter Web App,13,45
2019/9/20,1175147665262370817,"Today, I cut sod for the construction of a 600 bed capacity girls' dormitory and housemistress' block for Tamale Se... https://t.co/9VnyLNLvL7",Twitter Web App,50,612
2019/9/19,1174798248718024704,"What I announced today are part of a bigger plan to develop the area and make it more habitable. 

My thanks to the... https://t.co/FjWJJhy8g1",Twitter Web App,22,158
2019/9/19,1174798224974069761,"... Old Fadama and Agbobloshie. This is the first government in our history to do this.

Government has already sho... https://t.co/ETk5E0kGJk",Twitter Web App,19,164
2019/9/19,1174798201158848520,... Police Station to fight against crime. At the Agbobloshie market I announced the provision of a 23 cubic meter... https://t.co/5C61IxE9Gk,Twitter Web App,9,43
2019/9/19,1174798177213591552,"I announced a number of  interventions for the areas, including a skills training programme for up to 2000 Kayayei,... https://t.co/WajBWpFsxr",Twitter Web App,6,25
2019/9/19,1174798157710053380,"I assured the community that government has adopted a new approach and will not be evicting the 120,000 plus reside... https://t.co/a3mwuJPnMh",Twitter Web App,7,26
2019/9/19,1174798136214216704,"The life of the child living in a slum is as important as the life of the child living in East Legon, Cantonments o... https://t.co/yRZ4NSPpey",Twitter Web App,8,29
2019/9/19,1174798114298966016,My visit was underpinned by President @NAkufoAddo's vision to build a society that is inclusive and leaves no one b... https://t.co/EDmUA8OvLr,Twitter Web App,6,27
2019/9/19,1174798091557511168,I spent my day with residents and traders at Old Fadama and Agbogbloshie (Sodom and Gomorah) in the Odododiodio con... https://t.co/PW8LHx9R6t,Twitter Web App,64,723
2019/9/15,1173191306048364545,"Happy birthday Maame from me and all your children. We love you so much.  

May Allah grant you a long life and goo... https://t.co/jlycFDr594",Twitter Web App,23,444
2019/9/15,1173191295550009344,I am who i am today because of the foundation she and my late father laid for me. I cannot thank her enough. Maame... https://t.co/uNzVewAOMP,Twitter Web App,16,286
2019/9/15,1173191292953776128,"Happy 80th birthday to my lovely mum, Hajia Mariama Bawumia (alias Maame).

I always thank the Almighty God for giv... https://t.co/QuCUs29tBT",Twitter Web App,109,1848
2019/9/14,1172980091225366533,I further entreated Nananom to work together with the local administrative authorities to rekindle the spirit of co... https://t.co/aC1cwQtUHC,Twitter Web App,12,153
2019/9/14,1172980071495344129,The renowned Dr. Oku Ampofo's brilliance and dedication led to the establishment of the Center for Plant medicine r... https://t.co/LeuW7FA1yL,Twitter Web App,10,112
2019/9/14,1172980069846933505,"Tetteh Quarshie, the adventurist and farmer single-handedly made Ghana famous for its golden pod, long the backbone of the economy.",Twitter Web App,2,34
2019/9/14,1172980062989279232,"Addressing the durbar of Chiefs and people I paid glorious tribute to Akwapim Mampong.

Mampong is the home of two... https://t.co/l5siOnzdmY",Twitter Web App,5,41
2019/9/14,1172980030907002880,"Ohum festival as celebrated by the chiefs and people of Akwapim Mampong today, Saturday, 14th September was a celeb... https://t.co/3fxc0R5BVN",Twitter Web App,41,534
2019/9/14,1172857507049541632,"We pray for God's protection and blessing for the deceased and the family.

Rest In Peace Inspr. Michael Dotse Dzea... https://t.co/Nl1y5lElMq",Twitter Web App,5,57
2019/9/14,1172857420093304832,"Government, the Police Service and the generality of Ghanaians are grateful for the dedicated service rendered by I... https://t.co/VYndBvhQf7",Twitter Web App,5,71
2019/9/14,1172857390036914177,Inspr. Michael Dotse Dzeamesi and L/Cpl. Awal Mohammed were gruesomely shot and killed while on official duty on 28... https://t.co/NllurKORha,Twitter Web App,6,32
2019/9/14,1172857232427552768,"This morning, I led a delegation of government and Ghana Police Service for the burial service of Inspr. Michael Do... https://t.co/zfwalciRoy",Twitter Web App,24,337
2019/9/11,1171802253881171969,"I also charged other startups to come up with solutions to everyday problems, with the firm assurance of government... https://t.co/k3cUQ9zRpQ",Twitter Web App,13,115
2019/9/11,1171802238618165248,"I commended the two companies for keeping the Ghanaian flag flying in the tech startup ecosystem, pointing out that... https://t.co/il0H1QG4Jf",Twitter Web App,13,89
2019/9/11,1171802236902674439,They are the first African start ups invited from  GODEP Initiative (Ghana Oracle Digital Enterprise Programme) to... https://t.co/BQLj8YfG1R,Twitter Web App,6,42
2019/9/11,1171802235304591361,... biometric-based electronic health records to match users to health service providers in real time and a blockch... https://t.co/5CpXgcqIUP,Twitter Web App,6,39
2019/9/11,1171802230086938630,Techshelta is an Agribusiness startup building digital tools and solutions geared towards the Vegetable Greenhouse... https://t.co/Qo4B1aGWwC,Twitter Web App,10,57
2019/9/11,1171802213368369155,"Yesterday, I met with two Ghanaian technology startups, Techshelta and Health Direct Global, who have excelled in c... https://t.co/QjyUkVBPJj",Twitter Web App,58,759
2019/9/7,1170429566030176256,"Today we salute an African hero who fought to liberate his people notwithstanding his own faults. 

May his Soul rest in Peace.",Twitter Web App,9,94
2019/9/7,1170429563924557825,... counter arguments.  He saw the challenges the Zimbabwean economy faced as a price the West made  Zimbabwe pay f... https://t.co/MG4QQ9EZOs,Twitter Web App,10,99
2019/9/7,1170429562146238465,He became Zimbabwe's first President and under his leadership Zimbabweans became one of the most educated of all Af... https://t.co/Vmw08RSCTo,Twitter Web App,8,44
2019/9/7,1170429559596101632,"With the passing of His Excellency Robert Mugabe, Africa has lost a true liberation hero. He fought for and liberat... https://t.co/vlcvX6hZJs",Twitter Web App,84,1037
2019/9/5,1169711325922152449,"The African continent desperately needs growth and prosperity, and I believe the recommendations and outcomes of th... https://t.co/Jtjvq6tfEK",Twitter Web App,14,120
2019/9/5,1169711304589881344,The growing dynamics in global threats require a radical rethink of existing policies; we cannot build resilient so... https://t.co/pFRQtEcA2H,Twitter Web App,20,149
2019/9/5,1169711279784771586,"I joined several former African Heads of States, diplomats, Service Chiefs, Peace Ambassadors and other senior pers... https://t.co/L9CjCOWgul",Twitter Web App,41,469
2019/9/5,1169655099498610688,Rwanda has been a shining example of how collaboration with other countries can move the development of the contine... https://t.co/NtJfjoP4nB,Twitter Web App,10,156
2019/9/5,1169655085078650880,"We discussed the ongoing, collaborative ways Ghana and Rwanda continue to work together to better the lives of our... https://t.co/PmyRu0ZBUA",Twitter Web App,9,212
2019/9/5,1169655069224161281,"This morning, I received  H.E. Mr. Edouard Ngirente (@EdNgirente), Prime Minister of Rwanda, at the Jubilee House,... https://t.co/OtKw4YoX7X",Twitter Web App,32,645
2019/8/30,1167507831261736960,I have full confidence in the acting IGP and personel to work hard to bring the perpetrators of this dastardly act... https://t.co/pGC94KsGE8,Twitter Web App,11,143
2019/8/30,1167507810822893574,Government will continue to support the Police and more logistics will be delivered. We must protect our police for... https://t.co/jWqwCkQNGn,Twitter Web App,14,153
2019/8/30,1167507794716712967,We are retooling the Service and Government has delivered 567 vehicles to the Police service since 2017. We have al... https://t.co/tOJPEel3CV,Twitter Web App,7,45
2019/8/30,1167507792833515521,"Just this week, 4,500 bullet proof vests have been delivered to the Police Service to help stem these unfortunate incidents.",Twitter Web App,7,28
2019/8/30,1167507790874796032,"Government has ordered the police administration to henceforth equip all officers on ""outside duties"" with weapons... https://t.co/lOEGQ9WT1C",Twitter Web App,7,26
2019/8/30,1167507788622442497,"In all, five officers, including a woman, have been shot and killed in the last month in various parts of the count... https://t.co/aqVgVXczsy",Twitter Web App,6,20
2019/8/30,1167507782259683328,"This afternoon, I led a government delegation to Kumasi for the burial service of the late L/Cpl. Mohammed Awal who... https://t.co/6jxoWDilth",Twitter Web App,57,824
2019/8/29,1167133001886633984,The model developed by MedRx fits perfectly into government's digitization agenda and we will do everything possibl... https://t.co/dRvkseljVB,Twitter Web App,39,134
2019/8/29,1167132991644213248,MedRx is an innovative mobile app that helps patients get instant access to all medications they need by directing... https://t.co/G1tle7c2eN,Twitter Web App,19,83
2019/8/29,1167132988162879489,"Today, I invited the CEO of @medrxapp, Mr. Hayford Nkansah Brako to my office for a chat on his innovative approach... https://t.co/on1Nzr3KkK",Twitter Web App,32,101
2019/8/29,1167132975554846721,It is amazing how young Ghanaians are leveraging technology to aid basic service deliveries in many areas.,Twitter Web App,39,344
2019/8/28,1166746433657221121,... but the related mortgage system to enable working Ghanaians to purchase a home that comes with all the amenitie... https://t.co/dse45JNEFW,Twitter Web App,17,96
2019/8/28,1166746409594474496,The programme arrangement does not impose any financial liability on government and requires no government guarante... https://t.co/H0exmhiP37,Twitter Web App,16,98
2019/8/28,1166746390464274438,"The Executive director of UNOPS and UN Under Secretary General, Grete Fremo described the program as a ""game change... https://t.co/3DJPerk8g2",Twitter Web App,16,48
2019/8/28,1166746378292420608,Government of Ghana is supporting Ministry of Works and Housing with UN Funding which has been secured to provide a... https://t.co/XGgHSkmL6c,Twitter Web App,11,33
2019/8/28,1166746376606310400,The project seeks to construct 3 factories and  to de-risk and structure infrastructure investment projects in an e... https://t.co/uzCaLp7bZD,Twitter Web App,8,32
2019/8/28,1166746371027800064,"This initiative sets out to construct a minimum of 100,000 affordable housing units nationally over the next 10 yea... https://t.co/4sOcdvARMh",Twitter Web App,9,41
2019/8/28,1166746351541133312,"I launched the United Nations Office for Projects (UNOPS) and Sustainable Housing Solutions (SHS), housing initiati... https://t.co/PgAWn4xCHY",Twitter Web App,60,479
2019/8/28,1166689935405064193,... and to support the accelerated growth and development agenda through the accelerated oil and gas exploration an... https://t.co/072yrYMkrz,Twitter Web App,12,88
2019/8/28,1166689913749868549,"An energy economy that will ensure that all Ghanaian homes and industries have access to an adequate, reliable, aff... https://t.co/jHfHQvfNNX",Twitter Web App,16,115
2019/8/28,1166689893034209282,"I underscored that, the vision of the government under the leadership of H.E. @NAkufoAddo is to create an economy o... https://t.co/HRHWKt3rPK",Twitter Web App,8,48
2019/8/28,1166689867247603713,"The forum is to discuss emerging issues confronting the upstream petroleum industry, and to deliberate on the best... https://t.co/45DFwVpaGE",Twitter Web App,9,24
2019/8/28,1166689838768300033,"This morning, I was the guest speaker at the 11th International Upstream Forum (IUF) which is being hosted in Afric... https://t.co/rFGGMw4QwQ",Twitter Web App,33,494
2019/8/27,1166400550767878146,RT @MarkLancasterMK: Great to be in Ghana  discussing enhanced bi-lateral relationship with Vice President @MBawumia and growing Defence...,Twitter Web App,23,0
2019/8/27,1166368521225474048,"RT @walkeriain: Purposeful discussions this morning with @MarkLancasterMK and @MBawumia, reinforcing the long standing bond of partnership...",Twitter Web App,34,0
2019/8/27,1166349635419594753,"Ghana and the UK have had decades of mutually beneficial security cooperation, and I am confident that the outcomes... https://t.co/QbeMG7YYj7",Twitter Web App,24,212
2019/8/27,1166349614624268288,"We held very fruitful talks on enhancing the security cooperation between Ghana and the UK, especially in light of... https://t.co/2y2q226ckl",Twitter Web App,20,215
2019/8/27,1166349594244059136,"It was a pleasure to host the Rt Hon Mark Lancaster, UK Secretary for the Armed Forces (and my schoolmate) at the J... https://t.co/Yuq9t2tu5Z",Twitter Web App,74,1090
2019/8/20,1163714727844962304,Happy 40th birthday to my dear wife @SBawumia . https://t.co/MNyrl198BC,Twitter Web App,358,4652
2019/8/16,1162406589653032961,"We regard the College as a prime national asset.

I admonished the graduants to translate what they learnt to help... https://t.co/jz4UF03e68",Twitter Web App,28,215
2019/8/16,1162406562247454721,"... sister African countries and Allied Security Institutions.

I reiterated government's resolve to continue to su... https://t.co/jbofcTsiOi",Twitter Web App,15,171
2019/8/16,1162406539900129280,The Ghana Armed Forces Command and Staff College has succeeded in establishing itself as a Center of Excellence on... https://t.co/RqPyE7IJnC,Twitter Web App,2,43
2019/8/16,1162406518697992192,It was gratifying and delightful to be the Guest of Honour for the Joint Graduation Ceremony of the Ghana Armed For... https://t.co/pzTWvOhZqv,Twitter Web App,37,470
2019/8/15,1162105638471839745,"The Government of H.E @NAkufoAddo will deliver on its promise to create a viable, self-sustaining economy. One of t... https://t.co/4YA0tZenWE",Twitter Web App,24,235
2019/8/15,1162101663974469639,"...valuable foreign exchange.

The 1D1F is an initiative very close to the heart of this government &amp; will work wit... https://t.co/3VtOnA9Ekb",Twitter Web App,24,294
2019/8/15,1162101641971154944,"With Glofert, Ghana can now produce all the blended fertiliser it needs domestically so I urged the Ministry for Fo... https://t.co/AcBl9Yp47o",Twitter Web App,23,126
2019/8/15,1162101619087089666,"Glofert Limited has an ultra modern fertilizer blending plant with the capacity to produce 2,400 metric tonnes of f... https://t.co/Cs06ktoRfp",Twitter Web App,17,60
2019/8/15,1162101596081348608,"Under the One-district One-factory  programme, I commissioned Glofert Limited, a wholly owned Ghanaian company whic... https://t.co/j9wEsgaBCo",Twitter Web App,84,998
2019/8/14,1161736488297652224,"... I challenged the Ghanaian youth to have the mindset of 'Possibilities' because they are as good as, and, in man... https://t.co/MZSM8Ymxq1",Twitter Web App,14,193
2019/8/14,1161736433822064642,Inspired by the excellent performance of the Mamfe Methodist Girls students who won the 2019 International Robotics... https://t.co/qMD2lHFeZq,Twitter Web App,17,214
2019/8/14,1161736398006865920,"We will continue the path of helping the Ghanaian youth in diverse ways to make life in Ghana better for them. 

I... https://t.co/GDlz2uLN0l",Twitter Web App,7,30
2019/8/14,1161736351898841099,President @NAkufoAddo's government has demonstrated through the introduction and implementation of innovative polic... https://t.co/oFe7pTQVTm,Twitter Web App,8,32
2019/8/14,1161736286413230081,The Ghanaian youth over the years have made significant contributions towards the development of Ghana. It is only... https://t.co/rABEfDbsWC,Twitter Web App,9,32
2019/8/14,1161736253303349248,I joined the youth of Ghana to celebrate the 2019 International Youth Day under the auspices of the National Youth... https://t.co/cCfWjrKvg3,Twitter Web App,40,446
2019/8/13,1161423108554874881,We should not be waiting for the advanced countries to take the lead before we follow. We are just as capable of ta... https://t.co/A6mPsaZpPx,Twitter Web App,26,201
2019/8/13,1161423067656216578,"... accessible to the ordinary Ghanaian.

I stated that we should not afraid to be global leaders in the area of di... https://t.co/U04lmNjsoe",Twitter Web App,22,198
2019/8/13,1161422995358978049,"Given what I heard and saw this evening, I am confident that a year from now, the prescription and delivery of medi... https://t.co/hyRv8mOluH",Twitter Web App,5,28
2019/8/13,1161422950849011713,I challenged the Pharmacists and others in the healthcare delivery chain to leverage technology and radically impro... https://t.co/cc4Opy7F7K,Twitter Web App,5,30
2019/8/13,1161422891344420870,"The Government of President @NAkufoAddo is committed to transforming Ghana through the use of technology, and the a... https://t.co/IkixfkdzRj",Twitter Web App,5,25
2019/8/13,1161422881852710912,I was impressed with the medical innovations being implemented by the young men and women in the healthcare deliver... https://t.co/2r8NnuzPQp,Twitter Web App,6,38
2019/8/13,1161422841717370886,I was Guest of Honour at the first Public Lecture organized by the Pharmaceutical Society of Ghana as part of their... https://t.co/MQGZMEruBz,Twitter Web App,51,774
2019/8/11,1160514721327566848,"@SBawumia, our family and I wish all Muslims a happy Eid -Ul- Adha. https://t.co/6m4VQJa7l6",Twitter Web App,19,116
2019/8/7,1159142969460609026,We are going to leverage on the GH Dual card to pay all public sector workers through the filter of e-zwich. Worker... https://t.co/aItMSVLVZ1,Twitter Web App,18,164
2019/8/7,1159142960891662336,Ghana is now leading in the digital payments field in Africa and we will continue on this trajectory with much more... https://t.co/yULe3qCi0f,Twitter Web App,25,236
2019/8/7,1159142773548883968,"With the introduction of the GH Dual Card, coupled with the mobile money payments interoperability architecture, Gh... https://t.co/VsBWKnsrP7",Twitter Web App,13,80
2019/8/7,1159142608205205505,"It makes moving funds seamlessly across the various payment platforms: mobile wallets, e-zwich wallets and bank acc... https://t.co/Dv5uFlxvj7",Twitter Web App,15,78
2019/8/7,1159142296174178305,I was the Guest Speaker at the launch of Gh Dual Card by Ghana Interbank Payment and Settlement Systems (GhIPSS). I... https://t.co/wMgF4c6zRa,Twitter Web App,58,812
2019/8/6,1158767691152482304,"@NAkufoAddo The Ghanaian entrepreneurial spirit is not in doubt, and the @NAkufoAddo  government will continue to i... https://t.co/a6mU2mh2TD",Twitter Web App,7,50
2019/8/6,1158756932934676481,"As a government, we are delighted that our commitment to make Ghana the preferred investment destination for invest... https://t.co/CvlOQouquT",Twitter Web App,14,107
2019/8/6,1158756907433254913,"An affiliated partner of the G20 Global Partnership for Financial Inclusion (GPFI), the World Business Angels Inves... https://t.co/dr7QUhTvJf",Twitter Web App,11,51
2019/8/6,1158756870728892417,"This morning, I witnessed the signing of an agreement signalling the establishment of the Ghana Country Office of t... https://t.co/xkjpvITmTY",Twitter Web App,41,562
2019/7/31,1156681337996238848,"the 'One Village One Dam' programme, 'Planting for Food and Jobs,' Free SHS, NABCO and many other such initiatives.... https://t.co/VdXuvIdxBJ",Twitter Web App,22,295
2019/7/31,1156681241917308928,"Capitation Grant, NYEP, LEAP, Metro Mass bus system, etc.

Busia's vision of rural industrialisation and inclusive... https://t.co/6SgRLshs35",Twitter Web App,21,275
2019/7/31,1156681184744759296,His rural development strategy was the beginning of the Danquah -Dombo-Busia tradition's inclusive development effo... https://t.co/T9bXnxi91j,Twitter Web App,9,65
2019/7/31,1156681135369457664,"In a short period of 27 months in office, Prof. Busia transformed Ghana significantly based on his rural industrial... https://t.co/QWWb2gqpwh",Twitter Web App,8,59
2019/7/31,1156681026028146688,"I was the Guest Speaker at the book launch of ""K. A. Busia : A Symbol Of Democracy"" in Accra today. This book explo... https://t.co/yYMD0SDcIl",Twitter Web App,75,1083
2019/7/30,1156242037299187712,"Well-being, as well as Quality Education, which will transform our world.

We will continue to play our role as Gov... https://t.co/L154VoFga0",Twitter Web App,12,149
2019/7/30,1156241974976024582,Cabinet has also approved the setting up of an Organisation to oversee the construction and Operation of Ghana's fi... https://t.co/or7xzPQZnI,Twitter Web App,12,145
2019/7/30,1156241953585008640,"Three months ago, we  released funds to support the site selection process for the Nuclear Power Plant (NPP). 3/5 https://t.co/onlRnsNY7J",Twitter Web App,6,49
2019/7/30,1156241910140473345,"to be added to the Scientific, Research &amp; Development Institution of Ghana Atomic Energy Commission (GAEC).

Govern... https://t.co/FkjAEl8sc2",Twitter Web App,6,45
2019/7/30,1156241855127924738,"On behalf of H.E @NAkufoAddo, I commissioned three new facilities, the Low-Enriched Uranium Core Research Reactor;... https://t.co/bERb3y5uMt",Twitter Web App,55,644
2019/7/23,1153653974970617857,"@SFU Earlier, I had a brief meeting with African and Carribean students at the SFU and shared experiences of past a... https://t.co/ixf8cD296O",Twitter Web App,6,62
2019/7/23,1153640849856696320,With the QR Code system Cheques and points of sale devices will ultimately be phased out with time. 5/6,Twitter Web App,8,89
2019/7/23,1153640835726106624,Among the many digitisation efforts of government I announced that this year Ghana will join the likes of Singapore... https://t.co/A4mL1DHjkJ,Twitter Web App,11,78
2019/7/23,1153640663893913601,"I opined that, indeed, if developing economies are to remain competitive and be counted in this Fourth Industrial R... https://t.co/nCjJq47HbO",Twitter Web App,11,56
2019/7/23,1153640593760931842,I shared thoughts on how the government of president @NAkufoAddo is leveraging technology to deliver services to th... https://t.co/B23SZabxWE,Twitter Web App,10,64
2019/7/23,1153640514765410305,"Yesterday, 22nd July, I delivered a lecture on Ghana's Economic Formalisation and Digitisation agenda at my Alma Ma... https://t.co/tL70mSdRa9",Twitter Web App,29,392
2019/7/22,1153409936451354624,The multiplier effects of hosting AfCFTA provide an even greater opportunity for businesses to rapidly launch into... https://t.co/nKUYqTtORe,Twitter Web App,9,201
2019/7/22,1153409106021113856,"Already, Ghana hosts the headquarters of several Multinational Companies (MNCs) serving the over 350 million-people... https://t.co/DrJ7aHZRjB",Twitter Web App,8,172
2019/7/22,1153409097301204997,"With Ghana in the driver's seat of the AfCFTA, we are positioned as the potential capital of Africa's commercial, t... https://t.co/cY7HHm8iQF",Twitter Web App,6,39
2019/7/22,1153409093236867074,I stated that Ghana's large domestic market and the coming into force of the African Continental Free Trade Area (A... https://t.co/0hgNj7Lc3N,Twitter Web App,5,26
2019/7/22,1153409080825929728,Together with the CEO of the Ghana Investment Promotion Centre (@gipcghana) we presented Ghana as the investment de... https://t.co/90dx0V8Njd,Twitter Web App,10,42
2019/7/22,1153408852517425155,"On Monday, 22nd July, I participated in the Canada-Ghana Economic Summit organised by the Canada-Africa Strategic I... https://t.co/5hHyApoWCL",Twitter Web App,22,362
2019/7/22,1153262227807526913,We discussed opportunities to develop and strengthen partnerships between Ghanaian universities and universities in... https://t.co/LsJWedOJ50,Twitter Web App,15,246
2019/7/22,1153262150930108417,"As part of my visit to Canada, I had a meeting with officials of some Canadian universities, including the Universi... https://t.co/VhEXcwqV2q",Twitter Web App,42,683
2019/7/21,1153050342189346818,"Professor Khan left me with one piece of advice. He said at his age of 83, he realizes that the most important asse... https://t.co/vlMeCUewOu",Twitter Web App,44,370
2019/7/21,1153050340016738304,We talked about old times and his new readings. He gave me a copy of his recently completed autobiography (A Journey of Ages). 2/3,Twitter Web App,25,272
2019/7/21,1153050337005178880,"Such a happy as well as emotional day in Vancouver. I met with my thesis supervisor at Simon Fraser University, Eme... https://t.co/MJBF184Jft",Twitter Web App,110,1697
2019/7/21,1152986326196785153,It was refreshing and a mark of pride to see Ghanaian diasporas display rich Ghanaian culture in flawless manner. https://t.co/HmWINxnveK,Twitter Web App,19,317
2019/7/21,1152986213781037056,"On Saturday, 20th July, myself and the Ghana High Commissioner to Canada joined fellow Ghanaians in Vancouver for a... https://t.co/lDmW50LsDK",Twitter Web App,43,597
2019/7/19,1152327272856195074,For us as Ghanaians it was a historic moment since the year 2019 marks the 60th year of our economic and diplomatic... https://t.co/56Hx33kTpZ,Twitter Web App,13,236
2019/7/19,1152327139955499008,"I also joined Africa heads of mission in Havana, Cuba to pay special homage to the legacies of African heroes who c... https://t.co/094qK0VpoS",Twitter Web App,21,287
2019/7/19,1152326721796038658,"On Friday, 19th July, I had bilateral meeting with the President of Republic of Cuba, His Excellency Miguel Diaz-Ca... https://t.co/YeKXyxPOfA",Twitter Web App,57,779
